out:Speech Transmission Index_1,out:Speech Transmission Index_2,out:Speech Transmission Index_3
0.581722,0.633677,0.642416
0.581422,0.6334,0.642101
0.579589,0.630079,0.638665
0.589144,0.638281,0.647163
0.578953,0.632732,0.641334
0.574583,0.627024,0.63563
0.584277,0.636917,0.645486
0.58364,0.636305,0.645095
0.590604,0.643487,0.652243
0.581537,0.632388,0.641099
0.590062,0.641411,0.650246
0.589563,0.63951,0.648205
0.577828,0.632201,0.641055
0.573699,0.627689,0.63617
0.578236,0.632704,0.64099
0.57475,0.62964,0.638152
0.581516,0.634355,0.6432
0.577967,0.630691,0.639307
0.573289,0.625957,0.63426
0.578147,0.629889,0.638463
0.580544,0.635744,0.644204
0.574864,0.630075,0.638436
0.578501,0.632047,0.640637
0.57567,0.629892,0.638406
0.57118,0.624817,0.633102
0.58218,0.635819,0.644436
0.5816,0.635453,0.644076
0.580355,0.632155,0.640885
0.578981,0.634632,0.643054
0.579861,0.634988,0.643737
0.578729,0.635098,0.643457
0.575423,0.630514,0.638827
0.579284,0.632252,0.640944
0.580068,0.63382,0.642401
0.58071,0.634351,0.643122
0.581057,0.635305,0.643938
0.576044,0.631276,0.639646
0.578679,0.633852,0.64222
0.583167,0.637757,0.646493
0.577159,0.632211,0.640776
0.585921,0.640269,0.648714
0.577045,0.632539,0.641017
0.57953,0.633137,0.641811
0.584678,0.639354,0.647958
0.636119,0.681029,0.690529
0.630244,0.675459,0.684819
0.61818,0.665281,0.674504
0.612615,0.661029,0.670221
0.602869,0.651878,0.660898
0.605114,0.655481,0.664554
0.59387,0.646819,0.655419
0.60266,0.655146,0.664037
0.668036,0.709565,0.71945
0.658776,0.701949,0.711801
0.629884,0.674944,0.684362
0.609724,0.658276,0.66724
0.607949,0.657471,0.666566
0.596194,0.647338,0.656086
0.592308,0.64479,0.653417
0.599426,0.652128,0.661089
0.748328,0.782376,0.793501
0.707359,0.745725,0.756069
0.654035,0.696972,0.70647
0.619477,0.667542,0.676416
0.609143,0.657953,0.66707
0.594418,0.645189,0.653973
0.599087,0.650391,0.659443
0.588389,0.641481,0.650196
0.828508,0.85247,0.865554
0.748989,0.783876,0.794873
0.660731,0.702935,0.712562
0.622369,0.669715,0.678808
0.601155,0.651098,0.65994
0.599171,0.649735,0.658589
0.586282,0.638433,0.647139
0.579539,0.633754,0.642245
0.749097,0.783499,0.79472
0.706584,0.745778,0.755987
0.650672,0.694584,0.704024
0.615582,0.663363,0.672394
0.591228,0.641257,0.649985
0.593627,0.646063,0.654784
0.587033,0.640093,0.648931
0.584273,0.637411,0.646191
0.662956,0.70581,0.715442
0.646857,0.69107,0.700495
0.62,0.666602,0.67574
0.601678,0.651797,0.660373
0.592361,0.642368,0.651349
0.587492,0.640757,0.649115
0.582227,0.635587,0.644168
0.588043,0.641442,0.649839
0.614134,0.661495,0.670669
0.603046,0.650837,0.65952
0.596924,0.645453,0.654402
0.586612,0.638038,0.646557
0.588588,0.640255,0.64897
0.595012,0.648289,0.657047
0.588877,0.642511,0.651052
0.578021,0.633909,0.641933
0.585108,0.636675,0.645166
0.588365,0.63925,0.648059
0.576668,0.628437,0.636938
0.578385,0.631527,0.639648
0.584107,0.637375,0.646064
0.57275,0.627552,0.635766
0.571935,0.627702,0.635956
0.579729,0.634862,0.643239
0.575188,0.627031,0.635803
0.5816,0.632499,0.641557
0.572263,0.625604,0.634081
0.582089,0.635737,0.644291
0.577695,0.633026,0.641365
0.578351,0.633076,0.641768
0.572191,0.628331,0.636682
0.579449,0.635073,0.643463
0.578999,0.633123,0.641683
0.569461,0.624073,0.632444
0.57408,0.628465,0.637048
0.572332,0.627556,0.635729
0.575048,0.630572,0.639034
0.578269,0.635173,0.643263
0.57198,0.629527,0.63757
0.570193,0.627144,0.635126
0.579763,0.634889,0.643469
0.568153,0.623811,0.632011
0.561607,0.617468,0.625468
0.578713,0.635753,0.64391
0.578322,0.635251,0.64356
0.564485,0.62184,0.629948
0.564125,0.621351,0.629304
0.567362,0.625992,0.633805
0.572165,0.628205,0.636344
0.567975,0.624055,0.632399
0.570312,0.626522,0.634783
0.57611,0.632784,0.641021
0.567549,0.624492,0.632604
0.565691,0.622419,0.63062
0.568389,0.625488,0.633558
0.574927,0.632376,0.640593
0.581537,0.637966,0.646366
0.575405,0.632465,0.640671
0.578352,0.636455,0.644668
0.563049,0.621541,0.629226
0.583367,0.639896,0.648365
0.576428,0.635178,0.64337
0.566521,0.625176,0.63291
0.576572,0.634286,0.642505
0.632626,0.674888,0.684051
0.629218,0.67099,0.680227
0.621749,0.663982,0.673006
0.621119,0.665015,0.674158
0.617688,0.66206,0.671304
0.612705,0.658363,0.667703
0.607498,0.654449,0.663605
0.598296,0.645544,0.6545
0.652274,0.692027,0.701388
0.661248,0.699655,0.709161
0.648483,0.688406,0.697699
0.630101,0.672127,0.68128
0.616374,0.660365,0.669742
0.605414,0.650975,0.660123
0.601495,0.648563,0.657555
0.593055,0.640485,0.649428
0.698647,0.734246,0.744213
0.731823,0.764047,0.774357
0.694377,0.729886,0.739749
0.63874,0.678595,0.687672
0.620315,0.664129,0.673335
0.603848,0.649509,0.658492
0.606812,0.653068,0.662298
0.593469,0.641552,0.650776
0.735491,0.768158,0.778559
0.812493,0.835417,0.847512
0.728947,0.761328,0.771609
0.647153,0.686873,0.696031
0.614499,0.657294,0.666374
0.596761,0.642525,0.651516
0.59274,0.640169,0.64908
0.598666,0.647958,0.656988
0.689858,0.725484,0.735067
0.732261,0.764876,0.775277
0.695108,0.732059,0.74201
0.636526,0.678165,0.687228
0.613271,0.657343,0.666238
0.600866,0.647414,0.656283
0.59405,0.64136,0.650285
0.596327,0.64457,0.653689
0.639767,0.680141,0.689457
0.653006,0.692426,0.701692
0.636294,0.677212,0.686335
0.610655,0.653946,0.662876
0.601056,0.647108,0.656198
0.591172,0.63851,0.647281
0.589627,0.637896,0.646832
0.590092,0.639929,0.648817
0.604797,0.648675,0.657682
0.610902,0.654024,0.66315
0.600818,0.644916,0.653803
0.595949,0.64205,0.650838
0.594111,0.640516,0.649645
0.589209,0.636768,0.645704
0.588148,0.637065,0.64591
0.59227,0.640498,0.649531
0.591339,0.638779,0.647563
0.593372,0.63944,0.648356
0.585433,0.630996,0.63991
0.584945,0.632416,0.641132
0.584288,0.632155,0.640883
0.582375,0.632788,0.641388
0.577287,0.626436,0.635167
0.590439,0.640561,0.649311
0.584676,0.633037,0.6418
0.592765,0.640566,0.649586
0.58986,0.636804,0.645708
0.587922,0.63696,0.645767
0.579494,0.628896,0.637516
0.590337,0.640408,0.649346
0.590499,0.640886,0.649809
0.593991,0.645138,0.653969
0.589309,0.63791,0.646818
0.586672,0.637839,0.646478
0.579175,0.629312,0.638193
0.583232,0.633871,0.642658
0.574575,0.625336,0.63406
0.583194,0.634613,0.643316
0.577298,0.627691,0.636463
0.582521,0.633877,0.642588
0.591418,0.641031,0.650041
0.583923,0.634863,0.643545
0.578231,0.629867,0.638553
0.575845,0.626548,0.635311
0.584424,0.636335,0.645172
0.583231,0.634144,0.642724
0.58889,0.640193,0.648977
0.576671,0.629968,0.638289
0.586008,0.636861,0.645842
0.582734,0.634034,0.642801
0.578834,0.630215,0.638959
0.581331,0.633265,0.642091
0.579978,0.632028,0.640552
0.584852,0.63691,0.645768
0.578433,0.631136,0.639924
0.57845,0.631228,0.63967
0.586547,0.638218,0.647044
0.579148,0.630107,0.63897
0.581805,0.633251,0.642057
0.582893,0.634334,0.643134
0.583938,0.63624,0.644903
0.586335,0.638252,0.647116
0.586587,0.638911,0.647605
0.582679,0.635823,0.644479
0.612753,0.655113,0.664146
0.630209,0.673452,0.682766
0.624012,0.665514,0.674772
0.623213,0.667515,0.676572
0.616699,0.661381,0.670509
0.609341,0.654347,0.663435
0.609444,0.655206,0.664373
0.604572,0.650823,0.659973
0.635672,0.678044,0.687321
0.648705,0.688717,0.6981
0.652506,0.691757,0.700953
0.64314,0.683234,0.692365
0.621929,0.664156,0.67322
0.60838,0.652518,0.661484
0.602828,0.648917,0.658005
0.605635,0.652338,0.661492
0.64705,0.687388,0.69657
0.698002,0.734132,0.74417
0.730844,0.76313,0.773445
0.688871,0.724929,0.73458
0.640126,0.68018,0.689542
0.618333,0.662173,0.671349
0.605535,0.65285,0.661768
0.598308,0.645124,0.654181
0.655227,0.694477,0.703886
0.732569,0.765002,0.775389
0.809582,0.832349,0.844351
0.732179,0.764854,0.775269
0.650068,0.689926,0.699255
0.615495,0.659535,0.668509
0.597177,0.643118,0.652048
0.592147,0.640012,0.648959
0.645593,0.686297,0.695587
0.693566,0.729683,0.739428
0.730466,0.763341,0.773771
0.690719,0.727948,0.737525
0.635917,0.676787,0.685888
0.607069,0.651338,0.660232
0.604689,0.650623,0.659737
0.598168,0.646171,0.655026
0.62368,0.667181,0.676049
0.640469,0.681905,0.691039
0.647301,0.687708,0.696957
0.634242,0.675347,0.684523
0.613411,0.656248,0.665279
0.600933,0.646381,0.655323
0.589941,0.637797,0.646526
0.592724,0.640483,0.64917
0.60168,0.646076,0.655079
0.607151,0.651414,0.66036
0.610064,0.653828,0.662924
0.607797,0.652189,0.661227
0.589829,0.636537,0.64496
0.592478,0.639705,0.648364
0.59377,0.642116,0.651125
0.595467,0.644198,0.653022
0.585357,0.631454,0.64025
0.600001,0.647619,0.656459
0.591857,0.638444,0.647235
0.5896,0.636621,0.645356
0.58618,0.634703,0.643573
0.591784,0.640603,0.649483
0.587034,0.636408,0.645225
0.590853,0.640115,0.649091
0.589646,0.638568,0.647435
0.593347,0.641598,0.650469
0.580782,0.629684,0.638255
0.581829,0.630797,0.639591
0.583339,0.632764,0.641659
0.589617,0.639574,0.648161
0.585105,0.635324,0.644118
0.581985,0.632265,0.640952
0.58,0.629442,0.638242
0.583978,0.634155,0.642948
0.584595,0.63414,0.642805
0.586936,0.636378,0.645284
0.578774,0.629277,0.63818
0.586694,0.638325,0.647098
0.583477,0.634456,0.643123
0.577314,0.628415,0.637141
0.578322,0.630054,0.638597
0.584446,0.634285,0.643266
0.581528,0.632742,0.641499
0.584839,0.635679,0.644571
0.582342,0.633407,0.642304
0.583713,0.635365,0.644186
0.578492,0.631042,0.6396
0.579534,0.632218,0.640672
0.586,0.636981,0.645863
0.585675,0.637377,0.646197
0.584953,0.636266,0.645127
0.586735,0.6385,0.647282
0.581257,0.632638,0.641262
0.58243,0.634461,0.643236
0.58008,0.632178,0.640866
0.582678,0.634952,0.643915
0.584853,0.636366,0.645163
0.582561,0.633534,0.642219
0.5893,0.640807,0.649677
0.582587,0.633434,0.642143
0.584471,0.635467,0.644388
0.584727,0.636053,0.644867
0.59074,0.642728,0.651539
0.58195,0.634162,0.642885
0.622102,0.666233,0.675561
0.621802,0.665145,0.674387
0.622262,0.665812,0.674801
0.62007,0.663095,0.672264
0.619338,0.661925,0.671075
0.615165,0.659392,0.668569
0.61487,0.660112,0.669228
0.607435,0.652927,0.662122
0.617225,0.661057,0.670223
0.627696,0.670035,0.679291
0.64355,0.683782,0.693012
0.65643,0.695985,0.705364
0.646422,0.687016,0.696406
0.621663,0.664462,0.673576
0.609414,0.653851,0.662941
0.609387,0.654931,0.66407
0.619763,0.663382,0.672471
0.644067,0.684054,0.693348
0.689206,0.725212,0.734926
0.734853,0.768101,0.778455
0.693086,0.729856,0.73952
0.642098,0.68282,0.692002
0.614554,0.657393,0.666478
0.606067,0.65168,0.660715
0.615325,0.65746,0.66649
0.650998,0.691235,0.700415
0.725211,0.757182,0.76752
0.814461,0.837921,0.850091
0.730937,0.764224,0.774568
0.64875,0.689075,0.698181
0.608375,0.65212,0.660918
0.601267,0.647455,0.656516
0.61611,0.659961,0.66908
0.63716,0.677681,0.686781
0.69237,0.729251,0.739052
0.727487,0.759917,0.770269
0.691533,0.728261,0.738129
0.631162,0.671806,0.680851
0.611385,0.656228,0.665051
0.602329,0.647921,0.656829
0.60296,0.648411,0.657314
0.616275,0.659499,0.668468
0.635055,0.676237,0.68545
0.641168,0.681542,0.690571
0.634735,0.67639,0.685462
0.612153,0.655935,0.664928
0.600668,0.645884,0.654752
0.592341,0.639181,0.647947
0.597278,0.643528,0.652642
0.598806,0.644451,0.653347
0.605529,0.650505,0.659392
0.606807,0.651215,0.660164
0.604924,0.650535,0.659374
0.603233,0.649208,0.658242
0.594338,0.641159,0.65018
0.59686,0.645162,0.654053
0.588962,0.63696,0.645623
0.591115,0.638156,0.647024
0.592009,0.639068,0.647886
0.594283,0.642076,0.650897
0.581579,0.628046,0.6368
0.593296,0.640897,0.649876
0.584487,0.633115,0.641942
0.584884,0.633709,0.642367
0.585357,0.634411,0.643161
0.588816,0.636925,0.645793
0.580269,0.62912,0.63781
0.580919,0.629968,0.638673
0.587509,0.637204,0.645957
0.585286,0.63429,0.643103
0.578417,0.627838,0.63644
0.588233,0.638362,0.647269
0.581196,0.631059,0.639954
0.583584,0.633141,0.642041
0.586253,0.636776,0.645639
0.582273,0.633285,0.641889
0.586883,0.63631,0.645057
0.585541,0.636147,0.644991
0.582629,0.633008,0.641696
0.587619,0.639061,0.647856
0.579505,0.630886,0.639604
0.585356,0.636554,0.645426
0.580635,0.631525,0.640221
0.580718,0.631965,0.640659
0.577449,0.628928,0.637412
0.587525,0.638897,0.647713
0.574497,0.625836,0.634473
0.580687,0.633085,0.64186
0.583729,0.635584,0.64445
0.582105,0.63429,0.642868
0.584429,0.636041,0.644637
0.579094,0.630756,0.639506
0.587578,0.640219,0.648834
0.5766,0.629346,0.63803
0.579756,0.631206,0.639823
0.585827,0.637818,0.646571
0.591385,0.642498,0.651545
0.585862,0.638014,0.64667
0.584712,0.636695,0.64546
0.581468,0.633366,0.642181
0.585321,0.636975,0.645781
0.587183,0.6392,0.647888
0.588487,0.640414,0.649208
0.585145,0.637924,0.64671
0.605958,0.651546,0.660668
0.61318,0.659075,0.668255
0.614692,0.659061,0.668104
0.621484,0.665154,0.674328
0.621546,0.664386,0.673469
0.624507,0.667591,0.676945
0.617214,0.661535,0.670709
0.607406,0.651685,0.660879
0.613863,0.659307,0.668572
0.611306,0.656349,0.665439
0.625095,0.667432,0.676661
0.648538,0.689373,0.698726
0.655308,0.695633,0.704743
0.648242,0.688635,0.697958
0.628842,0.670448,0.67984
0.615645,0.659886,0.668918
0.60333,0.648324,0.657277
0.614553,0.658142,0.667086
0.637898,0.678349,0.687604
0.689954,0.72622,0.735875
0.730126,0.762943,0.773272
0.689731,0.725596,0.735319
0.64136,0.681977,0.691026
0.619401,0.662766,0.671873
0.594029,0.639501,0.648277
0.612797,0.655906,0.66488
0.648113,0.688139,0.697273
0.730077,0.763194,0.773479
0.810982,0.833895,0.846129
0.733101,0.766398,0.776822
0.655559,0.695531,0.705075
0.618635,0.662006,0.671031
0.600058,0.64635,0.655152
0.611839,0.65615,0.665299
0.635116,0.675934,0.685115
0.688963,0.725534,0.735271
0.728777,0.76146,0.77179
0.69175,0.728171,0.73797
0.637119,0.678305,0.687345
0.611018,0.655001,0.664019
0.592298,0.639454,0.648288
0.600864,0.646336,0.655348
0.615149,0.659004,0.668011
0.634861,0.676492,0.685575
0.64462,0.685651,0.694779
0.633212,0.675491,0.684404
0.615591,0.659229,0.668391
0.602783,0.647445,0.656425
0.590767,0.638227,0.646974
0.592853,0.639532,0.64837
0.60167,0.647105,0.656037
0.599336,0.643834,0.652564
0.605835,0.649386,0.65844
0.607122,0.651422,0.660346
0.596303,0.641978,0.650757
0.585833,0.632343,0.641251
0.583715,0.632018,0.64087
0.589203,0.637207,0.646122
0.582219,0.630179,0.638874
0.586512,0.63387,0.64259
0.589143,0.635826,0.644753
0.584593,0.632413,0.641115
0.588089,0.636154,0.644965
0.590534,0.638943,0.647874
0.58859,0.638119,0.647069
0.588684,0.637773,0.646428
0.585281,0.634731,0.643469
0.585817,0.635174,0.644029
0.589067,0.638071,0.647029
0.589681,0.638745,0.647609
0.584616,0.632936,0.641779
0.588265,0.637077,0.646039
0.576374,0.627708,0.63635
0.593201,0.643859,0.652773
0.583438,0.634854,0.643375
0.581359,0.632179,0.640954
0.579253,0.629828,0.63878
0.585794,0.635639,0.644468
0.586556,0.636997,0.64576
0.578945,0.630163,0.638866
0.586328,0.637511,0.646192
0.588642,0.640872,0.649659
0.583875,0.635386,0.644252
0.581483,0.633052,0.641812
0.580134,0.632704,0.641252
0.581415,0.632888,0.641732
0.586093,0.637713,0.64644
0.578271,0.628769,0.637509
0.579584,0.632091,0.640683
0.588676,0.640373,0.649074
0.578706,0.631855,0.640571
0.5821,0.633047,0.64184
0.58177,0.632751,0.641269
0.58004,0.632302,0.641248
0.586542,0.638313,0.646978
0.584053,0.636774,0.645414
0.581934,0.634843,0.64342
0.58189,0.63418,0.642911
0.584293,0.636317,0.645093
0.578647,0.630807,0.639395
0.57671,0.628159,0.636735
0.585886,0.637054,0.645995
0.582825,0.633717,0.642497
0.586948,0.638748,0.647464
0.604326,0.651249,0.660227
0.607618,0.653835,0.662984
0.607591,0.652453,0.661611
0.616212,0.660273,0.669375
0.626234,0.669406,0.678597
0.626674,0.669065,0.678355
0.628658,0.671006,0.680368
0.627185,0.670102,0.679305
0.608999,0.655055,0.664417
0.610504,0.656919,0.666055
0.616523,0.66172,0.67088
0.626921,0.669928,0.679279
0.642273,0.683042,0.692386
0.656339,0.696001,0.705295
0.648015,0.688144,0.69756
0.63161,0.673034,0.68231
0.6036,0.65056,0.65967
0.605857,0.651377,0.660287
0.61755,0.661436,0.670622
0.638572,0.679613,0.688688
0.692985,0.728951,0.738776
0.72873,0.761036,0.771188
0.690297,0.72599,0.735582
0.646474,0.686667,0.696067
0.596468,0.643449,0.65254
0.597034,0.643109,0.651996
0.610149,0.65399,0.662848
0.646845,0.686903,0.696124
0.728919,0.761564,0.771896
0.813312,0.836799,0.848891
0.726419,0.758655,0.768803
0.657498,0.697039,0.706334
0.593785,0.641292,0.65022
0.598864,0.644807,0.653798
0.610604,0.654092,0.663185
0.635829,0.677295,0.686353
0.68873,0.725166,0.734788
0.731672,0.764862,0.775251
0.688893,0.725477,0.735125
0.641247,0.681166,0.690342
0.591256,0.639125,0.648036
0.598223,0.645411,0.654173
0.597866,0.6438,0.652631
0.613935,0.657446,0.666438
0.628447,0.669627,0.678525
0.64411,0.684004,0.693417
0.637553,0.678182,0.687443
0.621974,0.66552,0.674683
0.582391,0.631174,0.639726
0.594114,0.641617,0.650571
0.593756,0.641389,0.650167
0.602133,0.648088,0.657055
0.606361,0.651515,0.660563
0.606955,0.650821,0.659766
0.607731,0.651848,0.661012
0.602873,0.648173,0.657007
0.589533,0.639261,0.647976
0.592517,0.641932,0.65085
0.593529,0.641899,0.650855
0.591847,0.638598,0.647478
0.582146,0.629227,0.637953
0.590284,0.637138,0.645958
0.589939,0.636578,0.645422
0.593676,0.641141,0.650042
0.586768,0.636664,0.645544
0.58591,0.635455,0.644405
0.589327,0.639104,0.64792
0.586106,0.635045,0.64398
0.593273,0.6415,0.650484
0.58265,0.631188,0.63986
0.594561,0.642341,0.651476
0.587505,0.63596,0.644876
0.587047,0.638604,0.647508
0.589764,0.640439,0.649296
0.580057,0.630333,0.638993
0.589156,0.638732,0.647716
0.583632,0.633327,0.642289
0.579352,0.62947,0.638218
0.588064,0.638564,0.647315
0.587392,0.636421,0.645271
0.584369,0.636071,0.644781
0.576179,0.628541,0.63727
0.585163,0.635767,0.644729
0.581111,0.633322,0.64204
0.582697,0.63316,0.641972
0.574353,0.625346,0.633838
0.581997,0.632869,0.641701
0.582107,0.63269,0.641576
0.582041,0.633894,0.642782
0.583765,0.635602,0.644157
0.587405,0.638204,0.6471
0.587224,0.639009,0.647778
0.585231,0.637082,0.645857
0.582224,0.63473,0.643387
0.587964,0.639509,0.648329
0.585058,0.637009,0.645738
0.582663,0.634484,0.642915
0.59528,0.647339,0.65615
0.587654,0.639636,0.64825
0.585484,0.637718,0.646407
0.580729,0.632987,0.641723
0.584996,0.636621,0.645433
0.587007,0.638641,0.647433
0.591478,0.643192,0.652023
0.599378,0.64644,0.655651
0.601883,0.648998,0.658152
0.611462,0.657321,0.666467
0.613834,0.659115,0.668203
0.617162,0.661231,0.670479
0.624376,0.667307,0.676649
0.630327,0.672036,0.681368
0.631323,0.673533,0.682884
0.601224,0.649252,0.658335
0.595358,0.642331,0.65145
0.602176,0.647606,0.656608
0.606041,0.650712,0.65967
0.629031,0.671573,0.680799
0.648645,0.688643,0.698123
0.65908,0.697666,0.707001
0.654529,0.694681,0.703855
0.596837,0.644077,0.653225
0.597429,0.643439,0.652494
0.603348,0.649284,0.658278
0.617114,0.661743,0.67091
0.643058,0.683615,0.692848
0.690094,0.725727,0.735562
0.735207,0.767363,0.777948
0.699751,0.73545,0.745508
0.590011,0.637159,0.646126
0.59439,0.641619,0.650479
0.599934,0.645447,0.6545
0.613451,0.656651,0.665684
0.648089,0.686832,0.696199
0.731638,0.764493,0.774897
0.814013,0.837331,0.849521
0.729864,0.761993,0.772323
0.593698,0.641802,0.650843
0.593485,0.641402,0.650273
0.599419,0.645879,0.654782
0.610632,0.655038,0.663876
0.636312,0.677197,0.686379
0.686224,0.722283,0.731865
0.729755,0.761995,0.772325
0.694334,0.730262,0.740066
0.58745,0.635848,0.644737
0.591203,0.639505,0.648528
0.591653,0.639619,0.648395
0.599478,0.644642,0.65359
0.614869,0.658639,0.667638
0.632126,0.67318,0.682262
0.650333,0.689646,0.698992
0.644512,0.68566,0.694896
0.589912,0.639723,0.648509
0.592746,0.642003,0.651023
0.593531,0.641786,0.650913
0.594155,0.64059,0.649582
0.604161,0.650492,0.659512
0.602032,0.64694,0.655489
0.610838,0.654374,0.663505
0.607584,0.651556,0.660438
0.585535,0.635594,0.644341
0.592053,0.641417,0.650383
0.581516,0.629183,0.637875
0.590458,0.638742,0.647664
0.58525,0.632617,0.641366
0.588574,0.634511,0.643355
0.590006,0.636716,0.645409
0.593223,0.639056,0.64817
0.584545,0.635341,0.644159
0.58699,0.637067,0.645801
0.58987,0.640121,0.648843
0.589014,0.636746,0.645648
0.583262,0.631932,0.640818
0.588178,0.637399,0.646169
0.587702,0.635841,0.644703
0.587121,0.635456,0.644262
0.583363,0.6351,0.643775
0.585089,0.635734,0.644604
0.585878,0.636223,0.645062
0.585568,0.636554,0.645186
0.581095,0.632016,0.640664
0.585089,0.635779,0.644419
0.586979,0.637125,0.645906
0.590611,0.639626,0.648571
0.579119,0.630638,0.639215
0.583302,0.634952,0.643684
0.582561,0.634934,0.643488
0.583189,0.634743,0.643553
0.577684,0.629118,0.637677
0.584105,0.635342,0.644207
0.578643,0.630408,0.638994
0.577807,0.627706,0.636633
0.586058,0.639322,0.648065
0.583867,0.636018,0.64491
0.58423,0.636612,0.645328
0.581615,0.633393,0.642242
0.580302,0.630423,0.639271
0.581004,0.631897,0.640697
0.583826,0.635137,0.643837
0.57786,0.628789,0.637643
0.579882,0.631456,0.640176
0.586993,0.638567,0.647337
0.581176,0.633836,0.642509
0.594323,0.645091,0.65413
0.584872,0.636795,0.645638
0.585809,0.637605,0.646534
0.586856,0.638117,0.646851
0.59137,0.64208,0.650917
0.606076,0.656006,0.664975
0.603857,0.652874,0.661931
0.593367,0.641297,0.650429
0.60545,0.652918,0.662009
0.620734,0.667771,0.676873
0.621733,0.666319,0.675502
0.626356,0.670573,0.679694
0.634007,0.677459,0.686919
0.591524,0.641149,0.650193
0.590311,0.640376,0.649071
0.610738,0.659393,0.66859
0.611947,0.658361,0.667571
0.620385,0.664569,0.673888
0.629728,0.673113,0.682334
0.652435,0.69368,0.703171
0.663916,0.703596,0.713158
0.602992,0.652521,0.661679
0.58893,0.638119,0.647008
0.601439,0.650217,0.659197
0.605728,0.652923,0.6621
0.617612,0.662873,0.672006
0.646066,0.68748,0.696801
0.70021,0.736832,0.746844
0.744071,0.777417,0.78825
0.585397,0.63473,0.64359
0.585935,0.63569,0.644715
0.589126,0.637895,0.646782
0.603104,0.650514,0.659305
0.614903,0.659764,0.668954
0.652893,0.692728,0.702138
0.737302,0.770959,0.781578
0.820748,0.84435,0.85698
0.59122,0.641645,0.650517
0.592122,0.642459,0.65136
0.596393,0.644978,0.653951
0.593417,0.641294,0.65035
0.616844,0.663169,0.672151
0.642852,0.685139,0.694357
0.697996,0.735635,0.745687
0.742521,0.776134,0.787076
0.589243,0.640341,0.649286
0.583302,0.635846,0.644389
0.603255,0.652615,0.66156
0.603441,0.651142,0.660188
0.613329,0.659995,0.669036
0.615925,0.661713,0.670616
0.641669,0.685024,0.694278
0.657683,0.698899,0.708369
0.592483,0.644106,0.652982
0.585676,0.636976,0.645785
0.585607,0.635997,0.644889
0.587717,0.638021,0.646638
0.595339,0.643881,0.652803
0.601953,0.65017,0.65896
0.607083,0.652905,0.661931
0.61237,0.656854,0.665883
0.589169,0.641538,0.650305
0.584123,0.635487,0.64434
0.582186,0.633937,0.642612
0.584149,0.634761,0.643431
0.58525,0.635569,0.644369
0.585742,0.63514,0.644045
0.594147,0.64242,0.651367
0.595618,0.642749,0.65168
0.581093,0.634031,0.64262
0.581447,0.634126,0.642517
0.578248,0.630365,0.638919
0.582194,0.634349,0.642929
0.585026,0.636295,0.645156
0.583566,0.634246,0.642958
0.588572,0.638514,0.647351
0.588404,0.637951,0.646503
0.585522,0.639142,0.64789
0.578186,0.631527,0.640105
0.583011,0.636875,0.645486
0.575932,0.629705,0.638159
0.580999,0.633888,0.642575
0.577158,0.629266,0.637749
0.578822,0.630526,0.639277
0.58058,0.631392,0.640057
0.572483,0.627651,0.635792
0.571438,0.625737,0.634178
0.579721,0.633855,0.642536
0.57136,0.625439,0.634046
0.579345,0.632024,0.640742
0.580809,0.633199,0.642068
0.573112,0.625741,0.634322
0.572558,0.62418,0.632772
0.58116,0.635481,0.644082
0.585812,0.639077,0.647937
0.572882,0.626855,0.635431
0.575393,0.6295,0.637881
0.579279,0.632472,0.640949
0.581917,0.63475,0.643307
0.575822,0.629019,0.637653
0.579149,0.632761,0.64121
0.580257,0.634413,0.643047
0.579894,0.633865,0.642387
0.578072,0.632055,0.640667
0.587123,0.641022,0.649693
0.582362,0.63526,0.643938
0.578658,0.633161,0.641766
0.583871,0.637959,0.646594
0.581328,0.635918,0.644454
0.605445,0.654108,0.663215
0.608914,0.65869,0.667794
0.604987,0.653971,0.663133
0.594128,0.644992,0.653838
0.595089,0.646852,0.655784
0.588061,0.640754,0.64946
0.595249,0.647891,0.656576
0.594716,0.647222,0.656079
0.623908,0.669986,0.679308
0.620028,0.667196,0.676381
0.614975,0.662715,0.67202
0.605272,0.655104,0.664143
0.599386,0.650304,0.659199
0.592485,0.644175,0.653069
0.583756,0.637012,0.645638
0.587244,0.640709,0.649397
0.65896,0.700961,0.710555
0.649634,0.693825,0.703145
0.622683,0.669399,0.678533
0.61228,0.660172,0.669343
0.599238,0.64938,0.658483
0.586794,0.638746,0.647466
0.59218,0.645376,0.65408
0.579372,0.633422,0.641912
0.749223,0.783895,0.794944
0.703229,0.74138,0.751592
0.647016,0.691357,0.700774
0.61553,0.662657,0.671725
0.594189,0.645088,0.653888
0.595458,0.646306,0.655316
0.590975,0.644112,0.652832
0.59024,0.643967,0.652655
0.828285,0.852686,0.865807
0.751144,0.786455,0.797594
0.660619,0.703223,0.712832
0.609955,0.657805,0.666752
0.599944,0.649831,0.658904
0.595088,0.645657,0.654636
0.586983,0.64111,0.649752
0.584768,0.638243,0.646919
0.750336,0.785087,0.79625
0.707611,0.746787,0.757096
0.6431,0.68724,0.696533
0.608463,0.656981,0.665704
0.597414,0.647857,0.6568
0.590132,0.642013,0.650731
0.585396,0.638865,0.647411
0.579034,0.632365,0.640821
0.658315,0.701391,0.711029
0.647554,0.691909,0.701484
0.614142,0.661265,0.670231
0.60489,0.654168,0.662973
0.587205,0.63835,0.647187
0.587399,0.639781,0.64852
