out:L01S,out:L02S,out:L03S,out:L04S,out:L05S,out:L06S,out:L07S,out:L08S,out:L09S,out:L10S,out:L11S,out:L12S,out:L13S,out:L14S,out:L01R,out:L02R,out:L03R,out:L04R,out:L05R,out:L06R,out:L07R,out:L08R,out:L09R,out:L10R,out:L11R,out:L12R,out:L13R,out:L14R,out:LSR,out:r01,out:r02,out:r03,out:r04,out:r05,out:r06,out:r07,out:r08,out:r09,out:r10,out:r11,out:r12,out:r13,out:r14,out:P01x,out:P02x,out:P03x,out:P04x,out:P05x,out:P06x,out:P07x,out:P08x,out:P09x,out:P10x,out:P11x,out:P12x,out:P13x,out:P14x,out:P01y,out:P02y,out:P03y,out:P04y,out:P05y,out:P06y,out:P07y,out:P08y,out:P09y,out:P10y,out:P11y,out:P12y,out:P13y,out:P14y,out:P01z,out:P02z,out:P03z,out:P04z,out:P05z,out:P06z,out:P07z,out:P08z,out:P09z,out:P10z,out:P11z,out:P12z,out:P13z,out:P14z,out:Sx,out:Sy,out:Rx,out:Ry
3.95,1.25,0.25,5.25,1.4,1.5,2.165064,2.165064,0.433013,0.433013,2.424871,2.598076,0.433013,0.433013,4.001562,1.795132,0.687386,4.766812,1.868154,1.208305,2.710627,2.312466,1.023474,0.804674,2.45153,2.111871,0.739932,0.384057,0.640312,170.792198,167.124998,111.327384,175.186449,164.475889,155.556045,172.065752,163.992212,158.556482,127.58022,164.922522,169.794884,120.47606,76.968082,5.25,6.5,5.25,0,5.25,5.25,6.5,6.5,5.5,5.5,3.85,3.75,5,5,4.2,0.25,0,0.25,0.25,0.25,1.5,1.5,0,0,1.65,1.75,0,0,1.5,1.5,1.5,1.5,2.9,0,2.75,0.25,1.75,1.25,2.9,0,1.75,1.25,5.25,0.25,4.75,0.25
3.45,1.25,0.75,5.25,1.4,1.5,2.165064,1.746409,1.299038,1.299038,2.424871,2.598076,1.299038,1.299038,4.001562,1.863465,0.687386,4.792964,1.933908,1.30767,2.974475,2.218083,1.716828,1.32193,2.767671,2.491987,1.203121,0.497494,0.812404,170.792198,159.90279,111.327384,172.322659,158.553258,147.266103,178.427027,160.652408,153.020064,143.899382,163.654806,161.786603,142.353793,170.553767,5.25,6.5,5.25,0,5.25,5.25,6.5,6.25829,6,6,3.85,3.75,4.5,4.5,4.2,0.75,0,0.75,0.75,0.75,2,1.75829,0,0,2.15,2.25,0,0,1.5,1.5,1.5,1.5,2.9,0,2.75,0.49171,2.25,0.75,2.9,0,2.25,0.75,5.25,0.75,4.75,0.25
2.95,1.25,1.25,5.25,1.4,1.5,2.165064,2.165064,2.165064,2.165064,2.424871,2.598076,2.165064,2.165064,4.001562,2.054872,0.687386,4.870575,2.118962,1.568439,3.293554,2.974475,2.41816,1.961505,3.132092,2.908608,1.829617,1.160819,1.187434,170.792198,148.389888,111.327384,167.224555,148.154344,134.53416,172.06619,160.286773,150.628668,147.021038,160.068718,155.93546,146.743973,156.944327,5.25,6.5,5.25,0,5.25,5.25,6.5,6.5,6.5,6.5,3.85,3.75,4,4,4.2,1.25,0,1.25,1.25,1.25,2.5,2.5,0,0,2.65,2.75,0,0,1.5,1.5,1.5,1.5,2.9,0,2.75,0.25,2.75,0.25,2.9,0,2.75,0.25,5.25,1.25,4.75,0.25
2.45,1.25,1.75,5.25,1.4,1.5,2.165064,2.165064,2.165064,1.746409,2.424871,2.598076,2.424871,2.598076,4.001562,2.339338,0.687386,4.997249,2.39583,1.926136,3.653423,3.368605,2.41816,1.699039,3.529873,3.348134,2.014944,1.486607,1.630951,170.792198,138.423906,111.327384,161.901328,138.70359,124.826378,166.3813,156.483402,138.770993,123.514403,156.339982,151.575013,138.158131,144.644001,5.25,6.5,5.25,0,5.25,5.25,6.5,6.5,6.5,6.25829,3.85,3.75,3.85,3.75,4.2,1.75,0,1.75,1.75,1.75,3,3,0.5,0.74171,3.15,3.25,0.35,0.25,1.5,1.5,1.5,1.5,2.9,0,2.75,0.25,2.75,0.49171,2.9,0,2.9,0,5.25,1.75,4.75,0.25
1.95,1.25,2.25,5.25,1.4,1.5,2.165064,1.746409,2.165064,2.165064,2.424871,2.598076,2.424871,2.598076,4.001562,2.687471,0.687386,5.169381,2.736786,2.336664,4.043204,3.41976,2.519425,2.085066,3.950949,3.802631,2.1,1.568439,2.1,170.792198,130.629861,111.327384,156.761744,131.125129,118.083417,161.72973,149.907817,127.392575,120.814553,153.048436,148.238149,125.26439,126.083818,5.25,6.5,5.25,0,5.25,5.25,6.5,6.25829,6.5,6.5,3.85,3.75,3.85,3.75,4.2,2.25,0,2.25,2.25,2.25,3.5,3.25829,1,1,3.65,3.75,0.85,0.75,1.5,1.5,1.5,1.5,2.9,0,2.75,0.49171,2.75,0.25,2.9,0,2.9,0,5.25,2.25,4.75,0.25
1.45,1.25,2.75,5.25,1.4,1.5,2.165064,2.165064,2.165064,1.746409,2.511474,2.511474,2.424871,2.598076,4.001562,3.077743,0.687386,5.382611,3.120897,2.776689,4.455053,4.22463,2.710627,2.206842,4.464023,4.196129,2.293469,1.791647,2.580698,170.792198,124.652556,111.327384,151.941935,125.222783,113.338048,157.910941,150.205079,117.254222,99.408778,150.809741,144.951616,113.752003,110.760968,5.25,6.5,5.25,0,5.25,5.25,6.5,6.5,6.5,6.25829,3.8,3.8,3.85,3.75,4.2,2.75,0,2.75,2.75,2.75,4,4,1.5,1.74171,4.2,4.2,1.35,1.25,1.5,1.5,1.5,1.5,2.9,0,2.75,0.25,2.75,0.49171,2.95,0.05,2.9,0,5.25,2.75,4.75,0.25
0.95,1.25,3.25,5.25,1.4,1.5,1.645448,1.645448,2.165064,2.165064,1.645448,1.645448,2.424871,2.598076,4.001562,3.496069,0.687386,5.632273,3.534119,3.234192,4.418993,4.243524,2.974475,2.616773,4.198512,4.013415,2.570992,2.111871,3.067572,170.792198,120.0372,111.327384,147.496007,120.618589,109.883931,151.872534,144.049432,108.67911,100.809215,142.250996,135.404632,104.301214,99.440888,5.25,6.5,5.25,0,5.25,5.25,6.2,6.2,6.5,6.5,4.3,4.3,3.85,3.75,4.2,3.25,0,3.25,3.25,3.25,4.2,4.2,2,2,4.2,4.2,1.85,1.75,1.5,1.5,1.5,1.5,2.9,0,2.45,0.55,2.75,0.25,2.45,0.55,2.9,0,5.25,3.25,4.75,0.25
0.45,1.25,3.75,5.25,1.4,1.5,0.779423,0.779423,2.165064,2.165064,0.779423,0.779423,2.424871,2.598076,4.001562,3.93351,0.687386,5.913755,3.967367,3.702702,4.150602,4.062942,3.293554,2.974475,4.04073,3.950633,2.908608,2.491987,3.558089,170.792198,116.416639,111.327384,143.437944,116.981413,107.282328,143.11359,134.70063,101.630046,93.895421,132.741565,125.2579,96.840064,91.327563,5.25,6.5,5.25,0,5.25,5.25,5.7,5.7,6.5,6.5,4.8,4.8,3.85,3.75,4.2,3.75,0,3.75,3.75,3.75,4.2,4.2,2.5,2.5,4.2,4.2,2.35,2.25,1.5,1.5,1.5,1.5,2.9,0,1.95,1.05,2.75,0.25,1.95,1.05,2.9,0,5.25,3.75,4.75,0.25
3.95,0.75,0.25,5.75,1.4,1.5,1.299038,1.299038,0.433013,0.433013,2.424871,2.598076,0.433013,0.433013,4.094203,1.795132,1.105667,4.766812,2.059126,1.486607,2.224298,1.935846,1.430909,1.28355,2.315167,1.926136,1.023474,0.804674,1.077033,164.748118,167.124998,103.06803,175.186449,150.945396,137.726311,161.33626,148.210496,150.168581,127.390209,153.864966,158.31208,94.853956,62.200922,5.75,6.5,5.75,0,5.75,5.75,6.5,6.5,6,6,4.35,4.25,5.5,5.5,4.2,0.25,0,0.25,0.25,0.25,1,1,0,0,1.65,1.75,0,0,1.5,1.5,1.5,1.5,2.9,0,2.25,0.75,1.75,1.25,2.9,0,1.75,1.25,5.75,0.25,4.75,0.25
3.45,0.75,0.75,5.75,1.4,0.75,1.299038,1.299038,1.299038,1.299038,2.424871,1.825918,1.299038,1.299038,4.094203,1.863465,1.105667,4.792964,2.118962,1.171537,2.43875,2.178876,2.10891,1.802082,2.64764,1.685648,1.203121,0.497494,1.187434,164.748118,159.90279,103.06803,172.322659,148.154344,107.382704,169.256681,152.581943,149.583357,138.841513,153.3873,140.727188,123.494624,113.965168,5.75,6.5,5.75,0,5.75,5.75,6.5,6.5,6.5,6.5,4.35,4.691623,5,5,4.2,0.75,0,0.75,0.75,0.75,1.5,1.5,0,0,2.15,1.804189,0,0,1.5,1.5,1.5,1.5,2.9,0.75,2.25,0.75,2.25,0.75,2.9,0.45,2.25,0.75,5.75,0.75,4.75,0.25
2.95,0.75,1.25,5.75,1.4,0.75,1.299038,1.299038,1.299038,1.299038,2.424871,2.598076,2.165064,2.165064,4.094203,2.054872,1.105667,4.870575,2.289105,1.45688,2.729011,2.4995,2.10891,1.802082,3.026549,2.776689,1.687454,0.920598,1.469694,164.748118,148.389888,103.06803,167.224555,141.844193,103.900669,169.658498,152.785077,136.509046,126.348998,151.34281,148.484989,137.358548,147.849022,5.75,6.5,5.75,0,5.75,5.75,6.5,6.5,6.5,6.5,4.35,4.25,4.5,4.5,4.2,1.25,0,1.25,1.25,1.25,2,2,0.5,0.5,2.65,2.75,0,0,1.5,1.5,1.5,1.5,2.9,0.75,2.25,0.75,2.25,0.75,2.9,0,2.75,0.25,5.75,1.25,4.75,0.25
2.45,0.75,1.75,5.75,1.4,0.75,1.299038,1.299038,1.299038,1.299038,2.424871,2.598076,2.424871,2.598076,4.094203,2.339338,1.105667,4.997249,2.547548,1.836437,3.073679,2.871846,2.224298,1.935846,3.436568,3.234192,1.846619,1.208305,1.846619,164.748118,138.423906,103.06803,161.901328,134.955858,100.987012,165.320856,150.987677,123.922098,113.742475,148.960291,145.201762,131.038854,139.863381,5.75,6.5,5.75,0,5.75,5.75,6.5,6.5,6.5,6.5,4.35,4.25,4.35,4.25,4.2,1.75,0,1.75,1.75,1.75,2.5,2.5,1,1,3.15,3.25,0.35,0.25,1.5,1.5,1.5,1.5,2.9,0.75,2.25,0.75,2.25,0.75,2.9,0,2.9,0,5.75,1.75,4.75,0.25
1.95,0.75,2.25,5.75,1.4,0.75,1.299038,1.299038,1.299038,1.299038,2.424871,1.825918,2.424871,2.598076,4.094203,2.687471,1.105667,5.169381,2.87054,2.263294,3.456516,3.278338,2.43875,2.178876,3.867816,3.123136,1.939072,1.30767,2.271563,164.748118,130.629861,103.06803,156.761744,128.833525,98.896026,160.688284,148.664492,112.993174,103.01639,146.711131,134.036671,118.450091,119.055845,5.75,6.5,5.75,0,5.75,5.75,6.5,6.5,6.5,6.5,4.35,4.691623,4.35,4.25,4.2,2.25,0,2.25,2.25,2.25,3,3,1.5,1.5,3.65,3.304189,0.85,0.75,1.5,1.5,1.5,1.5,2.9,0.75,2.25,0.75,2.25,0.75,2.9,0.45,2.9,0,5.75,2.25,4.75,0.25
1.45,0.75,2.75,5.75,1.4,0.75,1.299038,1.299038,1.299038,1.299038,2.511474,2.511474,2.424871,1.825918,4.094203,3.077743,1.105667,5.382611,3.238827,2.715235,3.8662,3.707762,2.729011,2.4995,4.384917,4.111873,2.147091,1.586278,2.722132,164.748118,124.652556,103.06803,151.941935,123.762855,97.406165,156.692772,146.415364,104.081055,94.63715,145.378244,139.928115,107.204838,74.380078,5.75,6.5,5.75,0,5.75,5.75,6.5,6.5,6.5,6.5,4.3,4.3,4.35,4.691623,4.2,2.75,0,2.75,2.75,2.75,3.5,3.5,2,2,4.2,4.2,1.35,1.695811,1.5,1.5,1.5,1.5,2.9,0.75,2.25,0.75,2.25,0.75,2.95,0.05,2.9,0.45,5.75,2.75,4.75,0.25
0.95,0.75,3.25,5.75,1.4,0.75,1.299038,1.299038,1.299038,1.299038,1.645448,1.645448,2.424871,2.598076,4.094203,3.496069,1.105667,5.632273,3.638681,3.181588,4.295055,4.153011,3.073679,2.871846,4.174626,3.988421,2.441311,1.926136,3.187475,164.748118,120.0372,103.06803,147.496007,119.648964,96.315775,153.36836,144.416183,97.012968,88.271943,136.5583,130.103243,98.157524,91.717671,5.75,6.5,5.75,0,5.75,5.75,6.5,6.5,6.5,6.5,4.8,4.8,4.35,4.25,4.2,3.25,0,3.25,3.25,3.25,4,4,2.5,2.5,4.2,4.2,1.85,1.75,1.5,1.5,1.5,1.5,2.9,0.75,2.25,0.75,2.25,0.75,2.45,0.55,2.9,0,5.75,3.25,4.75,0.25
0.45,0.75,3.75,5.75,1.4,1.5,0.779423,0.779423,1.299038,1.299038,0.779423,0.779423,2.424871,1.83106,4.094203,3.93351,1.105667,5.913755,4.060788,3.802631,4.292726,4.208028,3.456516,3.278338,4.077683,3.988421,2.794638,2.522803,3.661967,164.748118,116.416639,103.06803,143.437944,116.312305,106.814462,147.202876,138.395973,91.435688,83.426832,126.995209,119.960994,91.18377,66.441027,5.75,6.5,5.75,0,5.75,5.75,6.2,6.2,6.5,6.5,5.3,5.3,4.35,4.691623,4.2,3.75,0,3.75,3.75,3.75,4.2,4.2,3,3,4.2,4.2,2.35,2.68693,1.5,1.5,1.5,1.5,2.9,0,1.95,1.05,2.25,0.75,1.95,1.05,2.9,0.45,5.75,3.75,4.75,0.25
3.95,0.25,0.25,6.25,1.4,1.5,0.433013,0.433013,0.433013,0.433013,2.424871,1.299038,0.433013,0.433013,4.244114,1.795132,1.572419,4.766812,2.343075,1.860108,1.883481,1.774119,1.883481,1.774119,2.282542,1.116915,1.430909,1.28355,1.552417,158.544326,167.124998,99.148321,175.186449,140.194429,126.253838,144.322655,127.016429,144.322655,127.016429,141.639308,100.423365,81.881565,58.850119,6.25,6.5,6.25,0,6.25,6.25,6.5,6.5,6.5,6.5,4.85,5.5,6,6,4.2,0.25,0,0.25,0.25,0.25,0.5,0.5,0,0,1.65,1,0,0,1.5,1.5,1.5,1.5,2.9,0,1.75,1.25,1.75,1.25,2.9,0.75,1.75,1.25,6.25,0.25,4.75,0.25
3.45,0.25,0.75,6.25,1.4,1.5,0.433013,0.433013,0.433013,0.433013,2.424871,1.299038,1.299038,1.299038,4.244114,1.863465,1.572419,4.792964,2.39583,1.926136,2.01184,1.909843,1.883481,1.774119,2.61916,1.499166,1.395529,0.864581,1.630951,158.544326,159.90279,99.148321,172.322659,138.70359,124.826378,154.685606,135.268353,131.22726,116.061102,142.519463,109.107832,105.599675,84.251208,6.25,6.5,6.25,0,6.25,6.25,6.5,6.5,6.5,6.5,4.85,5.5,5.5,5.5,4.2,0.75,0,0.75,0.75,0.75,1,1,0.5,0.5,2.15,1.5,0,0,1.5,1.5,1.5,1.5,2.9,0,1.75,1.25,1.75,1.25,2.9,0.75,2.25,0.75,6.25,0.75,4.75,0.25
2.95,0.25,1.25,6.25,1.4,1.5,0.433013,0.433013,0.433013,0.433013,2.424871,1.299038,2.165064,2.165064,4.244114,2.054872,1.572419,4.870575,2.547548,2.111871,2.246664,2.155806,2.01184,1.909843,3.001666,1.935846,1.687454,0.920598,1.846619,158.544326,148.389888,99.148321,167.224555,134.955858,121.390298,159.715221,139.752758,118.262433,104.889584,142.055558,113.742475,124.370059,122.213467,6.25,6.5,6.25,0,6.25,6.25,6.5,6.5,6.5,6.5,4.85,5.5,5,5,4.2,1.25,0,1.25,1.25,1.25,1.5,1.5,1,1,2.65,2,0,0,1.5,1.5,1.5,1.5,2.9,0,1.75,1.25,1.75,1.25,2.9,0.75,2.75,0.25,6.25,1.25,4.75,0.25
2.45,0.25,1.75,6.25,1.4,1.5,0.433013,0.433013,0.433013,0.433013,2.424871,1.299038,2.424871,1.299038,4.244114,2.339338,1.572419,4.997249,2.782086,2.389561,2.558808,2.479415,2.246664,2.155806,3.414674,2.397394,1.805547,1.116915,2.158703,158.544326,138.423906,99.148321,161.901328,130.315542,117.40877,159.4514,141.267205,107.189218,95.378465,141.056318,116.456902,120.772036,53.52641,6.25,6.5,6.25,0,6.25,6.25,6.5,6.5,6.5,6.5,4.85,5.5,4.85,5.5,4.2,1.75,0,1.75,1.75,1.75,2,2,1.5,1.5,3.15,2.5,0.35,1,1.5,1.5,1.5,1.5,2.9,0,1.75,1.25,1.75,1.25,2.9,0.75,2.9,0.75,6.25,1.75,4.75,0.25
1.95,0.25,2.25,6.25,1.4,1.5,0.433013,0.433013,0.433013,0.433013,2.424871,1.299038,2.424871,1.299038,4.244114,2.687471,1.572419,5.169381,3.080584,2.7313,2.923611,2.854383,2.558808,2.479415,3.848376,2.871846,1.9,1.499166,2.531798,158.544326,130.629861,99.148321,156.761744,125.753887,113.749494,156.67519,141.144608,98.433482,87.998331,139.918055,118.192758,109.527267,50.547491,6.25,6.5,6.25,0,6.25,6.25,6.5,6.5,6.5,6.5,4.85,5.5,4.85,5.5,4.2,2.25,0,2.25,2.25,2.25,2.5,2.5,2,2,3.65,3,0.85,1.5,1.5,1.5,1.5,1.5,2.9,0,1.75,1.25,1.75,1.25,2.9,0.75,2.9,0.75,6.25,2.25,4.75,0.25
1.45,0.25,2.75,6.25,1.4,1.5,0.433013,0.433013,0.433013,0.433013,2.511474,1.299038,2.424871,1.299038,4.244114,3.077743,1.572419,5.382611,3.426368,3.116087,3.323778,3.263051,2.923611,2.854383,4.362052,3.353729,2.111871,1.935846,2.942788,158.544326,124.652556,99.148321,151.941935,121.690971,110.671335,153.453321,140.324304,91.697451,82.445211,139.557341,119.382156,99.440888,50.117153,6.25,6.5,6.25,0,6.25,6.25,6.5,6.5,6.5,6.5,4.8,5.5,4.85,5.5,4.2,2.75,0,2.75,2.75,2.75,3,3,2.5,2.5,4.2,3.5,1.35,2,1.5,1.5,1.5,1.5,2.9,0,1.75,1.25,1.75,1.25,2.95,0.75,2.9,0.75,6.25,2.75,4.75,0.25
0.95,0.25,3.25,6.25,1.4,1.5,0.433013,0.433013,0.433013,0.433013,1.645448,1.645448,2.424871,1.299038,4.244114,3.496069,1.572419,5.632273,3.806573,3.529873,3.747999,3.694252,3.323778,3.263051,4.210404,4.025854,2.410394,2.397394,3.377869,158.544326,120.0372,99.148321,147.496007,118.220512,108.157247,150.498024,139.285953,86.514493,78.259695,130.642877,124.504573,91.37251,50.343479,6.25,6.5,6.25,0,6.25,6.25,6.5,6.5,6.5,6.5,5.3,5.3,4.85,5.5,4.2,3.25,0,3.25,3.25,3.25,3.5,3.5,3,3,4.2,4.2,1.85,2.5,1.5,1.5,1.5,1.5,2.9,0,1.75,1.25,1.75,1.25,2.45,0.55,2.9,0.75,6.25,3.25,4.75,0.25
0.45,0.25,3.75,6.25,1.4,1.5,0.433013,0.433013,0.433013,0.433013,0.779423,0.779423,2.424871,1.299038,4.244114,3.93351,1.572419,5.913755,4.211888,3.963584,4.188974,4.140954,3.747999,3.694252,4.174626,4.087481,2.767671,2.871846,3.828838,158.544326,116.416639,99.148321,143.437944,115.300249,106.112639,147.954938,138.238254,82.476322,75.05643,121.240036,114.62534,85.213557,50.708225,6.25,6.5,6.25,0,6.25,6.25,6.5,6.5,6.5,6.5,5.8,5.8,4.85,5.5,4.2,3.75,0,3.75,3.75,3.75,4,4,3.5,3.5,4.2,4.2,2.35,3,1.5,1.5,1.5,1.5,2.9,0,1.75,1.25,1.75,1.25,1.95,1.05,2.9,0.75,6.25,3.75,4.75,0.25
3.95,6.25,0.25,0.25,1.4,1.5,2.424871,1.299038,0.433013,0.433013,0.433013,0.433013,0.433013,0.433013,5.684409,1.863465,4.579574,4.792964,4.872371,4.659399,3.695944,3.774586,4.364344,4.318275,4.800781,4.758939,4.852577,4.811185,4.545327,127.367369,159.90279,99.425828,172.322659,111.680468,103.655408,86.417554,61.19597,67.850738,60.790633,128.268532,121.852758,137.03038,129.941788,0.25,6.5,0.25,0,0.25,0.25,1.65,1,0.5,0.5,0,0,0,0,4.2,0.25,0,0.25,0.25,0.25,1.65,1,0,0,0.5,0.5,0,0,1.5,1.5,1.5,1.5,2.9,0,2.9,0.75,1.75,1.25,1.75,1.25,1.75,1.25,0.25,0.25,4.75,0.75
3.45,6.25,0.75,0.25,1.4,1.5,2.424871,1.299038,1.299038,1.299038,0.433013,0.433013,0.433013,0.433013,5.684409,1.795132,4.579574,4.766812,4.846648,4.632494,3.848376,3.840247,3.993432,3.840247,4.800781,4.758939,4.800781,4.758939,4.517743,127.367369,167.124998,99.425828,175.186449,111.801409,103.736268,90.859609,66.521422,74.486604,66.521422,132.802928,126.043387,132.802928,126.043387,0.25,6.5,0.25,0,0.25,0.25,1.65,1,1,1,0,0,0,0,4.2,0.75,0,0.75,0.75,0.75,2.15,1.5,0,0,1,1,0.5,0.5,1.5,1.5,1.5,1.5,2.9,0,2.9,0.75,2.25,0.75,1.75,1.25,1.75,1.25,0.25,0.75,4.75,0.75
2.95,6.25,1.25,0.25,1.4,1.5,2.424871,1.299038,2.165064,2.165064,0.433013,0.433013,0.433013,0.433013,5.684409,1.863465,4.579574,4.792964,4.872371,4.659399,4.057093,3.968312,3.721223,3.44202,4.852577,4.811185,4.800781,4.758939,4.545327,127.367369,159.90279,99.425828,172.322659,111.680468,103.655408,94.898098,71.771718,82.421867,73.932822,137.03038,129.941788,128.268532,121.852758,0.25,6.5,0.25,0,0.25,0.25,1.65,1,1.5,1.5,0,0,0,0,4.2,1.25,0,1.25,1.25,1.25,2.65,2,0,0,1.5,1.5,1,1,1.5,1.5,1.5,1.5,2.9,0,2.9,0.75,2.75,0.25,1.75,1.25,1.75,1.25,0.25,1.25,4.75,0.75
2.45,6.25,1.75,0.25,1.4,1.5,2.424871,1.299038,2.424871,1.299038,0.433013,0.433013,0.433013,0.433013,5.684409,2.054872,4.579574,4.870575,4.948737,4.739198,4.313931,4.153011,3.606938,3.774586,4.954543,4.914011,4.852577,4.811185,4.627094,127.367369,148.389888,99.425828,167.224555,111.329394,103.421138,98.4657,76.739282,81.717154,56.062107,140.797863,133.418357,123.590132,117.516657,0.25,6.5,0.25,0,0.25,0.25,1.65,1,1.65,1,0,0,0,0,4.2,1.75,0,1.75,1.75,1.75,3.15,2.5,0.35,1,2,2,1.5,1.5,1.5,1.5,1.5,1.5,2.9,0,2.9,0.75,2.9,0.75,1.75,1.25,1.75,1.25,0.25,1.75,4.75,0.75
1.95,6.25,2.25,0.25,1.4,1.5,2.424871,1.299038,2.424871,1.299038,0.433013,0.433013,0.433013,0.433013,5.684409,2.339338,4.579574,4.997249,5.07346,4.869292,4.610857,4.387197,3.586084,3.840247,5.103675,5.064336,4.954543,4.914011,4.760252,127.367369,138.423906,99.425828,161.901328,110.780417,103.056134,101.557113,81.295485,76.973813,51.397105,143.982709,136.379079,118.92061,113.178293,0.25,6.5,0.25,0,0.25,0.25,1.65,1,1.65,1,0,0,0,0,4.2,2.25,0,2.25,2.25,2.25,3.65,3,0.85,1.5,2.5,2.5,2,2,1.5,1.5,1.5,1.5,2.9,0,2.9,0.75,2.9,0.75,1.75,1.25,1.75,1.25,0.25,2.25,4.75,0.75
1.45,6.25,2.75,0.25,1.4,1.5,2.511474,1.299038,2.424871,1.299038,0.433013,0.433013,0.433013,0.433013,5.684409,2.687471,4.579574,5.169381,5.243091,5.04579,4.96261,4.663421,3.634556,3.968312,5.295989,5.258089,5.103675,5.064336,4.940648,127.367369,130.629861,99.425828,156.761744,110.078602,102.591797,105.174822,85.384268,72.43332,47.426989,146.509398,138.776594,114.387398,108.960061,0.25,6.5,0.25,0,0.25,0.25,1.7,1,1.65,1,0,0,0,0,4.2,2.75,0,2.75,2.75,2.75,4.2,3.5,1.35,2,3,3,2.5,2.5,1.5,1.5,1.5,1.5,2.9,0,2.95,0.75,2.9,0.75,1.75,1.25,1.75,1.25,0.25,2.75,4.75,0.75
0.95,6.25,3.25,0.25,1.4,1.5,1.645448,1.645448,2.424871,1.299038,0.433013,0.433013,0.433013,0.433013,5.684409,3.077743,4.579574,5.382611,5.453439,5.264029,5.131033,4.980713,3.749667,4.153011,5.526979,5.490674,5.295989,5.258089,5.163332,127.367369,124.652556,99.425828,151.941935,109.272838,102.06173,98.085551,92.990062,68.312933,44.278778,148.359023,140.61145,110.08428,104.953522,0.25,6.5,0.25,0,0.25,0.25,1.2,1.2,1.65,1,0,0,0,0,4.2,3.25,0,3.25,3.25,3.25,4.2,4.2,1.85,2.5,3.5,3.5,3,3,1.5,1.5,1.5,1.5,2.9,0,2.45,0.55,2.9,0.75,1.75,1.25,1.75,1.25,0.25,3.25,4.75,0.75
0.45,6.25,3.75,0.25,1.4,1.5,0.779423,0.779423,2.424871,1.299038,0.433013,0.433013,0.433013,0.433013,5.684409,3.496069,4.579574,5.632273,5.7,5.519058,5.387718,5.320479,3.925557,4.387197,5.79202,5.757387,5.526979,5.490674,5.423099,127.367369,120.0372,99.425828,147.496007,108.40848,101.496576,91.535144,86.578377,64.753296,41.966691,149.568407,141.924368,106.070502,101.217239,0.25,6.5,0.25,0,0.25,0.25,0.7,0.7,1.65,1,0,0,0,0,4.2,3.75,0,3.75,3.75,3.75,4.2,4.2,2.35,3,4,4,3.5,3.5,1.5,1.5,1.5,1.5,2.9,0,1.95,1.05,2.9,0.75,1.75,1.25,1.75,1.25,0.25,3.75,4.75,0.75
3.95,5.75,0.25,0.75,1.4,1.5,2.424871,1.399999,0.433013,0.433013,1.299038,1.299038,0.433013,0.433013,5.297405,1.863465,4.089315,4.792964,4.414748,4.178516,3.287856,3.232454,3.879111,3.827205,4.893618,4.769434,4.364344,4.318275,4.050926,130.636839,159.90279,100.568142,172.322659,114.061958,105.263072,91.00617,63.763046,69.527121,61.628216,136.516992,130.36308,138.367993,130.424201,0.75,6.5,0.75,0,0.75,0.75,2.15,1.55829,1,1,0,0,0.5,0.5,4.2,0.25,0,0.25,0.25,0.25,1.65,1.05829,0,0,1,1,0,0,1.5,1.5,1.5,1.5,2.9,0,2.9,0.69171,1.75,1.25,2.25,0.75,1.75,1.25,0.75,0.25,4.75,0.75
3.45,5.75,0.75,0.75,1.4,0.75,2.424871,1.399999,1.299038,1.299038,1.299038,1.299038,1.299038,1.299038,5.297405,1.795132,4.089315,4.766812,4.386342,4.015283,3.458323,3.317687,3.528101,3.353729,4.944441,4.821566,4.944441,4.821566,4.01995,130.636839,167.124998,100.568142,175.186449,114.227745,95.000645,95.748792,69.896558,77.237014,68.276599,140.941605,134.467,140.941605,134.467,0.75,6.5,0.75,0,0.75,0.75,2.15,1.55829,1.5,1.5,0,0,0,0,4.2,0.75,0,0.75,0.75,0.75,2.15,1.55829,0,0,1.5,1.5,0,0,1.5,1.5,1.5,1.5,2.9,0.75,2.9,0.69171,2.25,0.75,2.25,0.75,2.25,0.75,0.75,0.75,4.75,0.75
2.95,5.75,1.25,0.75,1.4,0.75,2.424871,2.598076,2.165064,2.165064,1.299038,1.299038,1.299038,1.299038,5.297405,1.863465,4.089315,4.792964,4.414748,4.046295,3.689173,3.385262,3.293554,2.974475,5.044552,4.924175,4.893618,4.769434,4.050926,130.636839,159.90279,100.568142,172.322659,114.061958,94.962223,99.912755,95.873295,86.482468,77.101957,144.916912,138.118365,136.516992,130.36308,0.75,6.5,0.75,0,0.75,0.75,2.15,2.25,2,2,0,0,0,0,4.2,1.25,0,1.25,1.25,1.25,2.65,2.75,0,0,2,2,0.5,0.5,1.5,1.5,1.5,1.5,2.9,0.75,2.9,0,2.75,0.25,2.25,0.75,2.25,0.75,0.75,1.25,4.75,0.75
