out:L01S,out:L02S,out:L03S,out:L04S,out:L05S,out:L06S,out:L07S,out:L08S,out:L09S,out:L10S,out:L11S,out:L12S,out:L13S,out:L14S,out:L01R,out:L02R,out:L03R,out:L04R,out:L05R,out:L06R,out:L07R,out:L08R,out:L09R,out:L10R,out:L11R,out:L12R,out:L13R,out:L14R,out:LSR,out:r01,out:r02,out:r03,out:r04,out:r05,out:r06,out:r07,out:r08,out:r09,out:r10,out:r11,out:r12,out:r13,out:r14,out:P01x,out:P02x,out:P03x,out:P04x,out:P05x,out:P06x,out:P07x,out:P08x,out:P09x,out:P10x,out:P11x,out:P12x,out:P13x,out:P14x,out:P01y,out:P02y,out:P03y,out:P04y,out:P05y,out:P06y,out:P07y,out:P08y,out:P09y,out:P10y,out:P11y,out:P12y,out:P13y,out:P14y,out:P01z,out:P02z,out:P03z,out:P04z,out:P05z,out:P06z,out:P07z,out:P08z,out:P09z,out:P10z,out:P11z,out:P12z,out:P13z,out:P14z,out:Sx,out:Sy,out:Rx,out:Ry
1.95,4.25,2.25,2.25,1.4,0.75,2.424871,1.525862,2.424871,2.598076,2.424871,1.811484,2.424871,1.205271,4.007805,6.439915,2.173131,1.572419,3.080584,2.524381,4.817676,3.767508,3.848376,3.668787,3.465545,2.796819,1.9,1.564695,2.531798,149.408817,166.050782,110.189371,99.148321,125.753887,97.96961,166.097024,151.586428,139.918055,136.376877,133.082348,117.594844,109.527267,48.300798,2.25,6.5,2.25,0,2.25,2.25,3.65,3.124956,3.65,3.75,0.85,1.20829,0.85,1.55829,4.2,2.25,0,2.25,2.25,2.25,3.65,3.13693,0.85,0.75,3.65,3.295855,0.85,1.554145,1.5,1.5,1.5,1.5,2.9,0.75,2.9,0.619057,2.9,0,2.9,0.45,2.9,0.8,2.25,2.25,0.25,0.75
1.45,4.25,2.75,2.25,1.4,0.75,2.511474,2.511474,2.424871,1.515469,2.511474,1.205271,2.424871,1.811484,4.007805,6.574382,2.173131,2.054872,3.352611,2.85,5.217998,4.990741,3.893584,3.123569,3.953163,3.011521,1.989975,1.500404,2.856571,149.408817,161.926567,110.189371,96.988035,122.472516,97.054131,165.500995,156.880794,133.007908,114.282599,133.925815,108.987534,100.024988,61.097188,2.25,6.5,2.25,0,2.25,2.25,3.7,3.7,3.65,3.124956,0.8,1.55829,0.85,1.20829,4.2,2.75,0,2.75,2.75,2.75,4.2,4.2,1.35,1.875044,4.2,3.445855,1.35,1.704145,1.5,1.5,1.5,1.5,2.9,0.75,2.95,0.05,2.9,0.625044,2.95,0.8,2.9,0.45,2.25,2.75,0.25,0.75
0.95,4.25,3.25,2.25,1.4,0.75,1.645448,1.645448,2.424871,1.515469,1.645448,1.645448,2.424871,1.205271,4.007805,6.74333,2.173131,2.544111,3.672874,3.220637,4.735768,4.572472,4.00125,3.336424,3.850649,3.647945,2.193171,2.24868,3.226453,149.408817,157.947739,110.189371,95.639337,119.345807,96.238893,160.878036,151.348522,126.270573,107.36629,124.21219,117.832509,91.50848,43.976335,2.25,6.5,2.25,0,2.25,2.25,3.2,3.2,3.65,3.124956,1.3,1.3,0.85,1.55829,4.2,3.25,0,3.25,3.25,3.25,4.2,4.2,1.85,2.375044,4.2,4.2,1.85,2.554145,1.5,1.5,1.5,1.5,2.9,0.75,2.45,0.55,2.9,0.625044,2.45,0.55,2.9,0.8,2.25,3.25,0.25,0.75
0.45,4.25,3.75,2.25,1.4,1.5,0.779423,0.779423,2.424871,2.598076,0.779423,0.779423,2.424871,2.598076,4.007805,6.944242,2.173131,3.036857,4.029888,3.769615,4.315959,4.231725,4.166533,3.963584,3.876532,3.782526,2.481935,1.926136,3.627671,149.408817,154.161513,110.189371,94.722044,116.529754,106.966167,154.54918,144.270302,119.923721,116.84365,114.177859,107.315944,84.660995,74.349372,2.25,6.5,2.25,0,2.25,2.25,2.7,2.7,3.65,3.75,1.8,1.8,0.85,0.75,4.2,3.75,0,3.75,3.75,3.75,4.2,4.2,2.35,2.25,4.2,4.2,2.35,2.25,1.5,1.5,1.5,1.5,2.9,0,1.95,1.05,2.9,0,1.95,1.05,2.9,0,2.25,3.75,0.25,0.75
3.95,3.75,0.25,2.75,1.4,1.5,2.424871,2.598076,0.433013,0.433013,2.424871,2.598076,0.433013,0.433013,4.279311,6.282714,2.640549,0.687386,3.120897,2.776689,4.388622,4.267318,2.923611,2.854383,2.293469,1.791647,2.459167,2.376447,2.580698,143.726752,174.150457,106.500985,111.327384,125.222783,113.338048,150.258306,145.619379,145.03835,132.656212,113.752003,110.760968,78.488854,66.367905,2.75,6.5,2.75,0,2.75,2.75,4.15,4.25,3,3,1.35,1.25,2.5,2.5,4.2,0.25,0,0.25,0.25,0.25,1.65,1.75,0,0,1.65,1.75,0,0,1.5,1.5,1.5,1.5,2.9,0,2.9,0,1.75,1.25,2.9,0,1.75,1.25,2.75,0.25,0.25,0.75
3.45,3.75,0.75,2.75,1.4,1.5,2.424871,2.598076,1.299038,1.299038,2.424871,2.598076,1.299038,1.299038,4.279311,6.262787,2.640549,0.471699,3.080584,2.7313,4.517743,4.411349,3.528101,3.353729,2.531798,2.111871,2.224298,1.935846,2.531798,143.726752,176.338064,106.500985,122.005383,125.753887,113.749494,155.142064,149.745666,147.433061,138.491723,118.612491,115.938952,92.231363,78.822029,2.75,6.5,2.75,0,2.75,2.75,4.15,4.25,3.5,3.5,1.35,1.25,2,2,4.2,0.75,0,0.75,0.75,0.75,2.15,2.25,0,0,2.15,2.25,0,0,1.5,1.5,1.5,1.5,2.9,0,2.9,0,2.25,0.75,2.9,0,2.25,0.75,2.75,0.75,0.25,0.75
2.95,3.75,1.25,2.75,1.4,1.5,2.424871,2.598076,2.165064,2.165064,2.424871,2.598076,2.165064,2.165064,4.279311,6.282714,2.640549,0.687386,3.120897,2.776689,4.696807,4.605432,4.165033,3.917589,2.839014,2.491987,2.201704,1.687454,2.580698,143.726752,174.150457,106.500985,111.327384,125.222783,113.338048,159.102857,152.882875,148.484989,142.040926,121.92061,119.113001,107.551515,96.877675,2.75,6.5,2.75,0,2.75,2.75,4.15,4.25,4,4,1.35,1.25,1.5,1.5,4.2,1.25,0,1.25,1.25,1.25,2.65,2.75,0,0,2.65,2.75,0,0,1.5,1.5,1.5,1.5,2.9,0,2.9,0,2.75,0.25,2.9,0,2.75,0.25,2.75,1.25,0.25,0.75
2.45,3.75,1.75,2.75,1.4,1.5,2.424871,2.598076,2.424871,2.598076,2.424871,2.598076,2.424871,2.598076,4.279311,6.342121,2.640549,1.105667,3.238827,2.908608,4.920366,4.843552,4.313931,4.178516,3.195309,2.908608,2.147091,1.568439,2.722132,143.726752,170.222518,106.500985,103.06803,123.762855,112.221475,161.886963,154.947228,144.724726,140.692584,124.064732,121.070507,107.204838,102.759729,2.75,6.5,2.75,0,2.75,2.75,4.15,4.25,4.15,4.25,1.35,1.25,1.35,1.25,4.2,1.75,0,1.75,1.75,1.75,3.15,3.25,0.35,0.25,3.15,3.25,0.35,0.25,1.5,1.5,1.5,1.5,2.9,0,2.9,0,2.9,0,2.9,0,2.9,0,2.75,1.75,0.25,0.75
1.95,3.75,2.25,2.75,1.4,1.5,2.424871,2.598076,2.424871,2.598076,2.424871,2.598076,2.424871,2.598076,4.279311,6.439915,2.640549,1.572419,3.426368,3.116087,5.182663,5.11957,4.29651,4.148494,3.586084,3.348134,2.111871,1.486607,2.942788,143.726752,166.050782,106.500985,99.148321,121.690971,110.671335,163.343942,155.988363,138.808163,135.216401,125.421758,122.314227,99.440888,92.225743,2.75,6.5,2.75,0,2.75,2.75,4.15,4.25,4.15,4.25,1.35,1.25,1.35,1.25,4.2,2.25,0,2.25,2.25,2.25,3.65,3.75,0.85,0.75,3.65,3.75,0.85,0.75,1.5,1.5,1.5,1.5,2.9,0,2.9,0,2.9,0,2.9,0,2.9,0,2.75,2.25,0.25,0.75
1.45,3.75,2.75,2.75,1.4,1.5,2.511474,2.511474,2.424871,2.598076,2.511474,2.511474,2.424871,2.598076,4.279311,6.574382,2.640549,2.054872,3.672874,3.385262,5.56125,5.348598,4.33705,4.178516,4.053085,3.755995,2.193171,1.568439,3.226453,143.726752,161.926567,106.500985,96.988035,119.345807,108.961813,163.8021,155.801202,132.758885,129.463543,127.257646,122.026702,91.50848,81.532868,2.75,6.5,2.75,0,2.75,2.75,4.2,4.2,4.15,4.25,1.3,1.3,1.35,1.25,4.2,2.75,0,2.75,2.75,2.75,4.2,4.2,1.35,1.25,4.2,4.2,1.35,1.25,1.5,1.5,1.5,1.5,2.9,0,2.95,0.05,2.9,0,2.95,0.05,2.9,0,2.75,2.75,0.25,0.75
0.95,3.75,3.25,2.75,1.4,1.5,1.645448,1.645448,2.424871,2.598076,1.645448,1.645448,2.424871,2.598076,4.279311,6.74333,2.640549,2.544111,3.967367,3.702702,5.062361,4.909939,4.43396,4.267318,4.015906,3.821976,2.379075,1.791647,3.558089,143.726752,157.947739,106.500985,95.639337,116.981413,107.282328,160.202055,151.16725,126.796202,123.690942,117.855231,111.721702,84.429448,73.14079,2.75,6.5,2.75,0,2.75,2.75,3.7,3.7,4.15,4.25,1.8,1.8,1.35,1.25,4.2,3.25,0,3.25,3.25,3.25,4.2,4.2,1.85,1.75,4.2,4.2,1.85,1.75,1.5,1.5,1.5,1.5,2.9,0,2.45,0.55,2.9,0,2.45,0.55,2.9,0,2.75,3.25,0.25,0.75
0.45,3.75,3.75,2.75,1.4,1.5,0.779423,0.779423,2.424871,2.598076,0.779423,0.779423,2.424871,2.598076,4.279311,6.944242,2.640549,3.036857,4.3,4.057093,4.618171,4.539548,4.583667,4.411349,4.102134,4.013415,2.64764,2.111871,3.925557,143.726752,154.161513,106.500985,94.722044,114.746525,105.731527,155.008968,145.117433,121.092986,118.109765,108.461887,102.03973,78.681897,67.496704,2.75,6.5,2.75,0,2.75,2.75,3.2,3.2,4.15,4.25,2.3,2.3,1.35,1.25,4.2,3.75,0,3.75,3.75,3.75,4.2,4.2,2.35,2.25,4.2,4.2,2.35,2.25,1.5,1.5,1.5,1.5,2.9,0,1.95,1.05,2.9,0,1.95,1.05,2.9,0,2.75,3.75,0.25,0.75
3.95,3.25,0.25,3.25,1.4,1.5,2.424871,1.299038,0.433013,0.433013,2.424871,1.299038,0.433013,0.433013,4.58939,6.282714,3.118092,0.687386,3.534119,3.234192,4.838388,3.774586,3.398161,3.338787,2.570992,2.290742,2.923611,2.854383,3.067572,138.740798,174.150457,103.917923,111.327384,120.618589,109.883931,147.910748,131.710256,142.189124,131.739911,104.301214,65.426517,74.538193,64.222583,3.25,6.5,3.25,0,3.25,3.25,4.65,4,3.5,3.5,1.85,2.5,3,3,4.2,0.25,0,0.25,0.25,0.25,1.65,1,0,0,1.65,1,0,0,1.5,1.5,1.5,1.5,2.9,0,2.9,0.75,1.75,1.25,2.9,0.75,1.75,1.25,3.25,0.25,0.25,0.75
3.45,3.25,0.75,3.25,1.4,1.5,2.424871,1.299038,1.299038,1.299038,2.424871,1.299038,1.299038,1.299038,4.58939,6.262787,3.118092,0.471699,3.498571,3.195309,4.955805,3.840247,3.993432,3.840247,2.785678,2.397394,2.635811,2.397394,3.026549,138.740798,176.338064,103.917923,122.005383,120.963757,110.136303,152.300601,136.81589,144.770549,136.81589,109.366566,73.921883,85.603145,73.921883,3.25,6.5,3.25,0,3.25,3.25,4.65,4,4,4,1.85,2.5,2.5,2.5,4.2,0.75,0,0.75,0.75,0.75,2.15,1.5,0,0,2.15,1.5,0,0,1.5,1.5,1.5,1.5,2.9,0,2.9,0.75,2.25,0.75,2.9,0.75,2.25,0.75,3.25,0.75,0.25,0.75
2.95,3.25,1.25,3.25,1.4,1.5,2.424871,1.299038,2.165064,2.165064,2.424871,1.299038,2.165064,2.165064,4.58939,6.282714,3.118092,0.687386,3.534119,3.234192,5.11957,3.968312,4.620335,4.398579,3.067572,2.597595,2.519425,2.085066,3.067572,138.740798,174.150457,103.917923,111.327384,120.618589,109.883931,155.988363,141.111781,146.198936,140.162227,113.281111,81.693341,98.566298,87.619554,3.25,6.5,3.25,0,3.25,3.25,4.65,4,4.5,4.5,1.85,2.5,2,2,4.2,1.25,0,1.25,1.25,1.25,2.65,2,0,0,2.65,2,0,0,1.5,1.5,1.5,1.5,2.9,0,2.9,0.75,2.75,0.25,2.9,0.75,2.75,0.25,3.25,1.25,0.25,0.75
2.45,3.25,1.75,3.25,1.4,1.5,2.424871,1.299038,2.424871,1.299038,2.424871,1.299038,2.424871,1.299038,4.58939,6.342121,3.118092,1.105667,3.638681,3.348134,5.325411,4.153011,4.770744,3.774586,3.4,2.871846,2.441311,2.290742,3.187475,138.740798,170.222518,103.917923,103.06803,119.648964,109.180258,158.806103,144.416183,143.008503,126.077951,116.199827,88.271943,98.157524,57.188418,3.25,6.5,3.25,0,3.25,3.25,4.65,4,4.65,4,1.85,2.5,1.85,2.5,4.2,1.75,0,1.75,1.75,1.75,3.15,2.5,0.35,1,3.15,2.5,0.35,1,1.5,1.5,1.5,1.5,2.9,0,2.9,0.75,2.9,0.75,2.9,0.75,2.9,0.75,3.25,1.75,0.25,0.75
1.95,3.25,2.25,3.25,1.4,1.5,2.424871,1.299038,2.424871,1.299038,2.424871,1.299038,2.424871,1.299038,4.58939,6.439915,3.118092,1.572419,3.806573,3.529873,5.568662,4.387197,4.754997,3.840247,3.769615,3.201172,2.410394,2.397394,3.377869,138.740798,166.050782,103.917923,99.148321,118.220512,108.157247,160.643381,146.683886,137.787673,120.24148,118.345853,93.619178,91.37251,50.343479,3.25,6.5,3.25,0,3.25,3.25,4.65,4,4.65,4,1.85,2.5,1.85,2.5,4.2,2.25,0,2.25,2.25,2.25,3.65,3,0.85,1.5,3.65,3,0.85,1.5,1.5,1.5,1.5,1.5,2.9,0,2.9,0.75,2.9,0.75,2.9,0.75,2.9,0.75,3.25,2.25,0.25,0.75
1.45,3.25,2.75,3.25,1.4,1.5,2.511474,1.299038,2.424871,1.299038,2.511474,1.299038,2.424871,1.299038,4.58939,6.574382,3.118092,2.054872,4.029888,3.769615,5.926846,4.663421,4.791659,3.968312,4.210404,3.570364,2.481935,2.597595,3.627671,138.740798,161.926567,103.917923,96.988035,116.529754,106.966167,161.76374,148.001012,132.434566,114.497082,120.945169,97.900335,84.660995,45.562592,3.25,6.5,3.25,0,3.25,3.25,4.7,4,4.65,4,1.8,2.5,1.85,2.5,4.2,2.75,0,2.75,2.75,2.75,4.2,3.5,1.35,2,4.2,3.5,1.35,2,1.5,1.5,1.5,1.5,2.9,0,2.95,0.75,2.9,0.75,2.95,0.75,2.9,0.75,3.25,2.75,0.25,0.75
0.95,3.25,3.25,3.25,1.4,1.5,1.645448,1.645448,2.424871,1.299038,1.645448,1.645448,2.424871,1.299038,4.58939,6.74333,3.118092,2.544111,4.3,4.057093,5.415487,5.273282,4.879549,4.153011,4.234088,4.050617,2.64764,2.871846,3.925557,138.740798,157.947739,103.917923,95.639337,114.746525,105.731527,158.882875,150.506705,127.116245,109.068374,112.023295,106.137362,78.681897,42.79503,3.25,6.5,3.25,0,3.25,3.25,4.2,4.2,4.65,4,2.3,2.3,1.85,2.5,4.2,3.25,0,3.25,3.25,3.25,4.2,4.2,1.85,2.5,4.2,4.2,1.85,2.5,1.5,1.5,1.5,1.5,2.9,0,2.45,0.55,2.9,0.75,2.45,0.55,2.9,0.75,3.25,3.25,0.25,0.75
0.45,3.25,3.75,3.25,1.4,1.5,0.779423,0.779423,2.424871,1.299038,0.779423,0.779423,2.424871,1.299038,4.58939,6.944242,3.118092,3.036857,4.608687,4.382921,4.952525,4.879293,5.015974,4.387197,4.3735,4.290396,2.891366,3.201172,4.261455,138.740798,154.161513,103.917923,94.722044,112.989768,104.535165,154.618193,145.322753,121.969695,104.090721,103.357091,97.344772,73.766468,41.54137,3.25,6.5,3.25,0,3.25,3.25,3.7,3.7,4.65,4,2.8,2.8,1.85,2.5,4.2,3.75,0,3.75,3.75,3.75,4.2,4.2,2.35,3,4.2,4.2,2.35,3,1.5,1.5,1.5,1.5,2.9,0,1.95,1.05,2.9,0.75,1.95,1.05,2.9,0.75,3.25,3.75,0.25,0.75
3.95,2.75,0.25,3.75,1.4,1.5,2.424871,2.598076,0.433013,0.433013,2.424871,2.598076,0.433013,0.433013,4.930771,6.282714,3.601736,0.687386,3.967367,3.702702,5.297169,5.216321,3.879111,3.827205,2.908608,2.491987,3.398161,3.338787,3.558089,134.401959,174.150457,102.018818,111.327384,116.981413,107.282328,145.928689,141.798321,140.040981,131.011925,96.840064,91.327563,71.680446,62.726165,3.75,6.5,3.75,0,3.75,3.75,5.15,5.25,4,4,2.35,2.25,3.5,3.5,4.2,0.25,0,0.25,0.25,0.25,1.65,1.75,0,0,1.65,1.75,0,0,1.5,1.5,1.5,1.5,2.9,0,2.9,0,1.75,1.25,2.9,0,1.75,1.25,3.75,0.25,0.25,0.75
3.45,2.75,0.75,3.75,1.4,1.5,2.424871,1.630939,1.299038,1.299038,2.424871,2.598076,1.299038,1.299038,4.930771,6.262787,3.601736,0.471699,3.935734,3.668787,5.404628,4.572529,4.466262,4.329838,3.1,2.7313,3.073679,2.871846,3.522783,134.401959,176.338064,102.018818,122.005383,117.216112,107.447188,149.915136,138.426354,142.655796,135.510664,101.821668,97.286435,80.812759,70.627235,3.75,6.5,3.75,0,3.75,3.75,5.15,4.691623,4.5,4.5,2.35,2.25,3,3,4.2,0.75,0,0.75,0.75,0.75,2.15,1.691623,0,0,2.15,2.25,0,0,1.5,1.5,1.5,1.5,2.9,0,2.9,0.558377,2.25,0.75,2.9,0,2.25,0.75,3.75,0.75,0.25,0.75
2.95,2.75,1.25,3.75,1.4,1.5,2.424871,2.598076,2.165064,2.165064,2.424871,2.598076,2.165064,2.165064,4.930771,6.282714,3.601736,0.687386,3.967367,3.702702,5.555178,5.496362,5.084044,4.88339,3.355592,3.034798,2.889204,2.519425,3.558089,134.401959,174.150457,102.018818,111.327384,116.981413,107.282328,153.354579,148.303392,144.28815,138.654837,105.979287,102.079442,91.717671,81.433702,3.75,6.5,3.75,0,3.75,3.75,5.15,5.25,5,5,2.35,2.25,2.5,2.5,4.2,1.25,0,1.25,1.25,1.25,2.65,2.75,0,0,2.65,2.75,0,0,1.5,1.5,1.5,1.5,2.9,0,2.9,0,2.75,0.25,2.9,0,2.75,0.25,3.75,1.25,0.25,0.75
2.45,2.75,1.75,3.75,1.4,1.5,2.424871,1.626878,2.424871,1.630939,2.424871,2.598076,2.424871,2.598076,4.930771,6.342121,3.601736,1.105667,4.060788,3.802631,5.745433,4.875503,5.235456,4.474905,3.661967,3.385262,2.794638,2.336664,3.661967,134.401959,170.222518,102.018818,103.06803,116.312305,106.814462,156.127155,145.078682,141.532997,129.449982,109.334865,105.835541,91.18377,84.328013,3.75,6.5,3.75,0,3.75,3.75,5.15,4.691623,5.15,4.691623,2.35,2.25,2.35,2.25,4.2,1.75,0,1.75,1.75,1.75,3.15,2.68693,0.35,0.808377,3.15,3.25,0.35,0.25,1.5,1.5,1.5,1.5,2.9,0,2.9,0.560723,2.9,0.558377,2.9,0,2.9,0,3.75,1.75,0.25,0.75
1.95,2.75,2.25,3.75,1.4,1.5,2.424871,1.630939,2.424871,2.598076,2.424871,2.598076,2.424871,2.598076,4.930771,6.439915,3.601736,1.572419,4.211888,3.963584,5.971599,5.097342,5.221111,5.11957,4.007493,3.769615,2.767671,2.282542,3.828838,134.401959,166.050782,102.018818,99.148321,115.300249,106.112639,158.148827,147.243493,136.871957,133.465404,111.99811,108.761757,85.213557,76.841386,3.75,6.5,3.75,0,3.75,3.75,5.15,4.691623,5.15,5.25,2.35,2.25,2.35,2.25,4.2,2.25,0,2.25,2.25,2.25,3.65,3.191623,0.85,0.75,3.65,3.75,0.85,0.75,1.5,1.5,1.5,1.5,2.9,0,2.9,0.558377,2.9,0,2.9,0,2.9,0,3.75,2.25,0.25,0.75
1.45,2.75,2.75,3.75,1.4,1.5,2.511474,2.511474,2.424871,1.630939,2.511474,2.511474,2.424871,2.598076,4.930771,6.574382,3.601736,2.054872,4.414748,4.178516,6.310903,6.124337,5.254522,4.597992,4.418993,4.148192,2.830194,2.336664,4.050926,134.401959,161.926567,102.018818,96.988035,114.061958,105.263072,159.671598,152.982203,132.086265,119.526697,115.126549,109.937437,79.420654,69.762257,3.75,6.5,3.75,0,3.75,3.75,5.2,5.2,5.15,4.691623,2.3,2.3,2.35,2.25,4.2,2.75,0,2.75,2.75,2.75,4.2,4.2,1.35,1.808377,4.2,4.2,1.35,1.25,1.5,1.5,1.5,1.5,2.9,0,2.95,0.05,2.9,0.558377,2.95,0.05,2.9,0,3.75,2.75,0.25,0.75
0.95,2.75,3.25,3.75,1.4,1.5,1.645448,1.645448,2.424871,2.598076,1.645448,1.645448,2.424871,2.598076,4.930771,6.74333,3.601736,2.544111,4.662617,4.439595,5.790294,5.657517,5.334791,5.216321,4.497499,4.325217,2.976575,2.491987,4.319722,134.401959,157.947739,102.018818,95.639337,112.708896,104.345613,157.267294,149.578471,127.304587,124.365893,106.788261,101.160196,74.243451,63.883543,3.75,6.5,3.75,0,3.75,3.75,4.7,4.7,5.15,5.25,2.8,2.8,2.35,2.25,4.2,3.25,0,3.25,3.25,3.25,4.2,4.2,1.85,1.75,4.2,4.2,1.85,1.75,1.5,1.5,1.5,1.5,2.9,0,2.45,0.55,2.9,0,2.45,0.55,2.9,0,3.75,3.25,0.25,0.75
0.45,2.75,3.75,3.75,1.4,1.5,0.779423,0.779423,2.424871,2.598076,0.779423,0.779423,2.424871,2.598076,4.930771,6.944242,3.601736,3.036857,4.948737,4.739198,5.312956,5.244759,5.459853,5.334791,4.682681,4.60516,3.195309,2.7313,4.627094,134.401959,154.161513,102.018818,94.722044,111.329394,103.421138,153.703575,145.095424,122.635842,119.856438,98.865677,93.234152,69.92164,59.51458,3.75,6.5,3.75,0,3.75,3.75,4.2,4.2,5.15,5.25,3.3,3.3,2.35,2.25,4.2,3.75,0,3.75,3.75,3.75,4.2,4.2,2.35,2.25,4.2,4.2,2.35,2.25,1.5,1.5,1.5,1.5,2.9,0,1.95,1.05,2.9,0,1.95,1.05,2.9,0,3.75,3.75,0.25,0.75
3.95,2.25,0.25,4.25,1.4,1.5,2.424871,2.598076,0.433013,0.433013,2.424871,2.598076,0.433013,0.433013,5.297405,6.282714,4.089315,0.687386,4.414748,4.178516,5.762812,5.697368,4.364344,4.318275,3.287856,2.908608,3.879111,3.827205,4.050926,130.636839,174.150457,100.568142,111.327384,114.061958,105.263072,144.243007,140.3679,138.367993,130.424201,91.00617,85.445988,69.527121,61.628216,4.25,6.5,4.25,0,4.25,4.25,5.65,5.75,4.5,4.5,2.85,2.75,4,4,4.2,0.25,0,0.25,0.25,0.25,1.65,1.75,0,0,1.65,1.75,0,0,1.5,1.5,1.5,1.5,2.9,0,2.9,0,1.75,1.25,2.9,0,1.75,1.25,4.25,0.25,0.25,0.75
3.45,2.25,0.75,4.25,1.4,0.75,2.424871,2.598076,1.299038,1.299038,2.424871,2.598076,1.299038,1.299038,5.297405,6.262787,4.089315,0.471699,4.386342,4.015283,5.86174,5.806031,4.944441,4.821566,3.458323,3.116087,3.528101,3.353729,4.01995,130.636839,176.338064,100.568142,122.005383,114.227745,95.000645,147.892709,143.654889,140.941605,134.467,95.748792,91.06164,77.237014,68.276599,4.25,6.5,4.25,0,4.25,4.25,5.65,5.75,5,5,2.85,2.75,3.5,3.5,4.2,0.75,0,0.75,0.75,0.75,2.15,2.25,0,0,2.15,2.25,0,0,1.5,1.5,1.5,1.5,2.9,0.75,2.9,0,2.25,0.75,2.9,0,2.25,0.75,4.25,0.75,0.25,0.75
2.95,2.25,1.25,4.25,1.4,0.75,2.424871,2.598076,2.165064,2.165064,2.424871,2.598076,2.165064,2.165064,5.297405,6.282714,4.089315,0.687386,4.414748,4.046295,6.000833,5.95483,5.554053,5.370987,3.689173,3.385262,3.293554,2.974475,4.050926,130.636839,174.150457,100.568142,111.327384,114.061958,94.962223,151.107326,146.492401,142.67665,137.420201,99.912755,95.873295,86.482468,77.101957,4.25,6.5,4.25,0,4.25,4.25,5.65,5.75,5.5,5.5,2.85,2.75,3,3,4.2,1.25,0,1.25,1.25,1.25,2.65,2.75,0,0,2.65,2.75,0,0,1.5,1.5,1.5,1.5,2.9,0.75,2.9,0,2.75,0.25,2.9,0,2.75,0.25,4.25,1.25,0.25,0.75
2.45,2.25,1.75,4.25,1.4,0.75,2.424871,2.598076,2.424871,2.598076,2.424871,2.598076,2.424871,2.598076,5.297405,6.342121,4.089315,1.105667,4.498889,4.137934,6.177378,6.140847,5.706137,5.631163,3.969887,3.702702,3.187475,2.776689,4.142463,130.636839,170.222518,100.568142,103.06803,113.584355,94.852062,153.797025,148.822098,140.261703,136.714536,103.455607,99.876174,85.845145,79.214375,4.25,6.5,4.25,0,4.25,4.25,5.65,5.75,5.65,5.75,2.85,2.75,2.85,2.75,4.2,1.75,0,1.75,1.75,1.75,3.15,3.25,0.35,0.25,3.15,3.25,0.35,0.25,1.5,1.5,1.5,1.5,2.9,0.75,2.9,0,2.9,0,2.9,0,2.9,0,4.25,1.75,0.25,0.75
1.95,2.25,2.25,4.25,1.4,0.75,2.424871,2.598076,2.424871,2.598076,2.424871,2.598076,2.424871,2.598076,5.297405,6.439915,4.089315,1.572419,4.635731,4.286315,6.388271,6.360818,5.692978,5.608921,4.290688,4.057093,3.163858,2.7313,4.290688,130.636839,166.050782,100.568142,99.148321,112.848034,94.683714,155.895741,150.617078,136.058,132.794137,106.413873,103.161125,80.547222,72.78632,4.25,6.5,4.25,0,4.25,4.25,5.65,5.75,5.65,5.75,2.85,2.75,2.85,2.75,4.2,2.25,0,2.25,2.25,2.25,3.65,3.75,0.85,0.75,3.65,3.75,0.85,0.75,1.5,1.5,1.5,1.5,2.9,0.75,2.9,0,2.9,0,2.9,0,2.9,0,4.25,2.25,0.25,0.75
1.45,2.25,2.75,4.25,1.4,0.75,2.511474,2.511474,2.424871,2.598076,2.511474,2.511474,2.424871,2.598076,5.297405,6.574382,4.089315,2.054872,4.820788,4.485811,6.710253,6.535098,5.723635,5.631163,4.671991,4.41673,3.218695,2.776689,4.489989,130.636839,161.926567,100.568142,96.988035,111.924402,94.474982,157.657819,151.527199,131.739911,128.712949,109.866915,104.767776,75.455989,66.730129,4.25,6.5,4.25,0,4.25,4.25,5.7,5.7,5.65,5.75,2.8,2.8,2.85,2.75,4.2,2.75,0,2.75,2.75,2.75,4.2,4.2,1.35,1.25,4.2,4.2,1.35,1.25,1.5,1.5,1.5,1.5,2.9,0.75,2.95,0.05,2.9,0,2.95,0.05,2.9,0,4.25,2.75,0.25,0.75
0.95,2.25,3.25,4.25,1.4,0.75,1.645448,1.645448,2.424871,2.598076,1.645448,1.645448,2.424871,2.598076,5.297405,6.74333,4.089315,2.544111,5.048762,4.729958,6.182839,6.058671,5.797413,5.697368,4.798698,4.637618,3.348134,2.908608,4.73392,130.636839,157.947739,100.568142,95.639337,110.886816,94.243562,155.567595,148.525679,127.407812,124.57492,102.154551,96.792166,70.874713,61.549909,4.25,6.5,4.25,0,4.25,4.25,5.2,5.2,5.65,5.75,3.3,3.3,2.85,2.75,4.2,3.25,0,3.25,3.25,3.25,4.2,4.2,1.85,1.75,4.2,4.2,1.85,1.75,1.5,1.5,1.5,1.5,2.9,0.75,2.45,0.55,2.9,0,2.45,0.55,2.9,0,4.25,3.25,0.25,0.75
